timestamp,frequency,duration
0.342494331,260.102,0.133514739
0.481814059,299.141,0.406349206
0.893968254,236.725,0.185759637
1.306122449,190.57,0.394739229
1.706666667,175.851,0.534058957
2.252335601,176.889,0.110294785
2.989569161,225.474,0.179954649
3.175328798,248.223,0.679183673
3.860317460,292.51,0.650158730
4.765895692,363.171,0.156734694
4.928435374,390.797,0.714013605
5.648253968,372.824,0.772063492
7.099501134,230.067,0.162539683
7.302675737,477.455,0.644353741
7.981859410,442.133,0.243809524
8.417233560,389.406,0.743038549
9.166077098,368.266,0.406349206
9.630476190,380.469,0.174149660
9.810430839,305.454,0.058049887
9.874285714,249.725,0.046439909
10.042630385,243.908,0.365714286
10.791473923,284.828,0.505034014
11.877006803,288.192,0.638548753
12.521360544,252.922,0.063854875
12.596825397,317.456,0.081269841
12.712925170,282.446,0.795283447
13.514013605,262.411,0.139319728
14.222222222,289.607,0.342494331
14.849160998,302.487,0.162539683
15.121995465,256.453,0.162539683
15.290340136,300.342,0.052244898
15.348390023,369.663,0.029024943
15.383219955,457.019,0.150929705
15.539954649,492.234,1.613786848
17.461405896,444.396,0.429569161
18.285714286,397.312,0.365714286
18.732698413,647.576,0.116099773
18.988117914,365.611,0.893968254
19.905306122,370.131,0.441179138
20.352290249,332.482,0.069659864
20.445170068,413.383,0.058049887
21.484263039,338.118,0.423764172
21.954467120,383.552,0.150929705
22.250521542,360.988,0.092879819
22.349206349,391.006,1.631201814
24.044263039,386.151,0.383129252
24.630566893,278.2,0.034829932
24.798911565,298.028,0.516643991
25.687074830,250.036,0.644353741
26.337233560,206.999,0.092879819
26.435918367,191.349,1.236462585
27.695600907,179.506,0.203174603
28.508299320,240.106,0.127709751
28.641814059,286.514,0.203174603
28.955283447,236.408,0.348299320
29.495147392,184.859,0.830113379
31.225034014,219.832,0.139319728
31.370158730,245.308,0.743038549
32.119002268,291.094,0.493424036
32.873650794,345.131,0.179954649
33.059410431,387.944,1.091337868
34.179773243,377.715,0.162539683
35.451065760,329.279,0.203174603
35.660045351,434.164,0.156734694
35.822585034,491.754,0.185759637
36.014149660,424.656,0.104489796
36.159274376,443.123,0.452789116
36.780408163,393.322,1.131972789
