timestamp,frequency,duration
1.607981859,146.199,0.011609977
1.642811791,152.077,0.214784580
1.863401361,173.049,0.406349206
2.275555556,180.735,0.365714286
2.647074830,147.311,0.203174603
3.018594104,115.009,0.783673469
3.924172336,128.408,0.168344671
4.098321995,145.12,0.870748299
4.974875283,168.128,0.464399093
5.445079365,187.107,0.075464853
5.706303855,204.675,0.185759637
5.897868481,231.454,1.172607710
8.347573696,291.45,0.621133787
8.986122449,268.418,0.110294785
9.229931973,233.015,0.789478458
10.199365079,143.956,1.230657596
11.435827664,167.314,1.352562358
12.794195011,185.644,0.516643991
13.316643991,158.53,0.063854875
14.396371882,161.494,0.197369615
14.767891156,172.642,0.150929705
15.069750567,218.125,0.040634921
15.116190476,276.141,0.226394558
15.348390023,293.577,0.928798186
16.282993197,269.758,0.406349206
16.695147392,228.346,0.841723356
17.560090703,343.359,0.110294785
17.687800454,202.641,0.580498866
18.274104308,172.22,0.551473923
18.831383220,200.071,0.116099773
18.953287982,168.424,0.081269841
19.040362812,208.823,0.092879819
19.139047619,186.908,0.226394558
19.928526077,196.084,0.168344671
20.212970522,227.995,0.081269841
20.427755102,204.585,0.296054422
20.729614512,227.945,0.998458050
21.733877551,256.248,0.005804989
22.256326531,140.481,0.278639456
22.540770975,176.175,0.557278912
23.272199546,117.39,0.023219955
23.324444444,130.792,0.220589569
23.550839002,146.458,0.760453515
24.317097506,106.47,0.063854875
24.392562358,111.641,0.563083900
24.961451247,113.302,0.156734694
25.123990930,135.317,0.139319728
25.269115646,115.287,0.034829932
25.309750567,136.588,0.110294785
26.006349206,175.858,0.278639456
26.493968254,148.773,0.214784580
26.923537415,107.901,0.005804989
26.935147392,112.68,0.557278912
27.707210884,130.05,0.150929705
27.863945578,144.679,0.621133787
28.508299320,136.804,0.063854875
28.577959184,172.666,0.423764172
29.489342404,194.179,0.110294785
29.605442177,216.11,0.249614512
29.860861678,227.948,1.050702948
30.917369615,243.663,0.597913832
31.521088435,260.953,0.139319728
32.217687075,285.556,0.539863946
32.763356009,262.868,0.191564626
32.978140590,273.382,0.098684807
33.187120181,230.797,0.835918367
34.028843537,196.121,0.023219955
34.057868481,145.486,1.184217687
35.247891156,165.409,0.406349206
35.863219955,154.117,0.197369615
36.066394558,171.04,0.388934240
36.461133787,182.029,0.185759637
36.652698413,189.128,0.162539683
37.836916100,172.826,0.499229025
38.365170068,172.688,0.313469388
38.684444444,215.597,0.040634921
38.730884354,262.986,0.220589569
38.957278912,295.319,0.824308390
39.787392290,275.491,0.174149660
40.025396825,266.072,0.208979592
40.240181406,235.939,0.156734694
40.530430839,232.289,0.801088435
41.383764172,204.027,0.615328798
42.004897959,176.501,0.714013605
43.502585034,180.113,0.330884354
43.955374150,223.71,0.232199546
44.210793651,213.608,0.203174603
44.419773243,233.09,1.178412698
46.027755102,172.63,0.737233560
