timestamp,frequency,duration
3.099863946,183.007,0.087074830
3.210158730,216.867,0.063854875
3.279818594,256.225,0.092879819
3.378503401,288.698,0.348299320
3.732607710,239.646,0.174149660
4.127346939,195.137,1.004263039
5.137414966,199.076,0.197369615
5.340589569,198.173,0.261224490
5.642448980,200.423,0.058049887
5.717913832,205.564,0.005804989
5.729523810,223.238,0.139319728
5.874648526,245.525,0.179954649
6.060408163,292.719,0.156734694
6.472562358,335.185,0.133514739
6.611882086,381.964,0.383129252
7.000816327,393.444,0.214784580
7.221405896,378.577,0.098684807
7.325895692,392.638,0.063854875
7.395555556,388.137,0.110294785
7.517460317,392.906,0.104489796
8.254693878,428.845,0.116099773
8.376598639,490.889,0.359909297
8.742312925,430.928,0.203174603
8.951292517,444.009,0.116099773
9.189297052,391.117,0.859138322
10.054240363,337.451,0.034829932
10.164535147,218.868,0.191564626
10.361904762,246.111,0.690793651
11.116553288,139.745,0.214784580
11.366167800,130.114,0.058049887
11.447437642,138.314,0.661768707
12.115011338,146.054,0.812698413
13.032199546,441.389,0.238004535
13.276009070,440.296,0.238004535
13.554648526,301.317,0.261224490
14.019047619,296.252,0.208979592
14.297687075,231.43,0.052244898
14.384761905,426.208,0.133514739
14.524081633,484.396,1.166802721
15.696689342,464.409,0.040634921
15.748934240,429.67,0.121904762
15.876643991,383.856,0.539863946
16.445532880,460.294,0.029024943
16.480362812,500.005,0.388934240
16.875102041,507.888,0.046439909
16.962176871,358.947,0.952018141
17.920000000,372.483,0.023219955
18.041904762,602.877,0.023219955
18.076734694,594.382,0.168344671
18.256689342,590.456,0.371519274
18.744308390,329.762,0.313469388
19.098412698,363.364,0.150929705
19.388662132,395.991,0.005804989
19.406077098,385.63,1.010068027
20.421950113,391.44,0.574693878
21.124353741,294.005,0.655963719
21.948662132,247.737,0.476009070
22.430476190,223.206,0.145124717
22.581405896,193.783,0.243809524
22.836825397,191.36,0.162539683
23.005170068,201.516,0.191564626
23.202539683,215.509,0.261224490
23.887528345,252.651,0.145124717
24.038458050,294.992,0.197369615
24.369342404,253.132,0.255419501
24.816326531,194.813,0.684988662
25.652244898,201.916,0.005804989
25.669659864,235.697,0.272834467
26.006349206,238.966,0.145124717
26.174693878,196.58,0.238004535
26.435918367,197.214,0.087074830
26.586848073,398.375,0.110294785
26.702947846,434.154,0.505034014
27.904580499,415.582,0.046439909
28.067120181,411.606,0.034829932
28.229659864,657.264,0.336689342
28.612789116,655.37,0.069659864
28.688253968,330.128,0.011609977
28.705668934,329.965,0.104489796
28.833378685,328.447,0.034829932
28.874013605,329.543,0.092879819
29.042358277,458.412,0.592108844
29.646077098,454.307,0.145124717
29.872471655,389.41,0.841723356
30.807074830,222.453,0.145124717
30.958004535,245.337,0.743038549
31.706848073,268.116,0.528253968
32.449886621,268.441,0.121904762
32.577596372,289.845,0.789478458
33.430929705,146.731,0.110294785
33.645714286,145.761,0.145124717
34.284263039,184.387,0.116099773
34.406167800,207.544,0.052244898
34.464217687,257.526,0.087074830
34.557097506,287.98,0.139319728
34.702222222,291.436,0.052244898
34.771882086,298.923,0.214784580
34.992471655,354.518,0.029024943
35.027301587,418.212,0.121904762
35.155011338,438.126,0.023219955
35.184036281,484.611,1.039092971
36.228934240,491.029,0.052244898
36.356643991,441.222,0.150929705
36.513378685,397.635,0.110294785
36.786213152,391.582,0.394739229
37.186757370,403.468,0.255419501
37.535056689,385.506,0.069659864
37.726621315,283.646,0.388934240
38.121360544,362.444,1.306122449
40.060226757,263.16,0.197369615
40.263401361,330.5,0.156734694
40.646530612,379.994,0.290249433
40.954195011,412.778,0.034829932
41.006439909,387.095,1.416417234
42.428662132,387.892,0.139319728
42.631836735,295.726,0.539863946
43.357460317,118.371,0.005804989
